iter	Passed	Remaining
379	6842	18474
380	6858	18451
381	6874	18428
382	6892	18409
383	6909	18388
384	6926	18367
385	6945	18352
386	6962	18332
387	6979	18313
388	6998	18296
389	7016	18279
390	7033	18259
391	7049	18236
392	7067	18216
393	7085	18198
394	7100	18173
395	7117	18154
396	7137	18140
397	7156	18126
398	7174	18106
399	7191	18086
400	7208	18066
401	7224	18042
402	7240	18020
403	7256	17998
404	7277	17988
405	7294	17967
406	7311	17945
407	7327	17923
408	7341	17896
409	7357	17872
410	7373	17849
411	7390	17830
412	7408	17811
413	7424	17788
414	7442	17772
415	7462	17760
416	7480	17740
417	7497	17720
418	7513	17698
419	7532	17683
420	7549	17663
421	7570	17651
422	7586	17629
423	7602	17606
424	7620	17589
425	7634	17563
426	7651	17542
427	7666	17518
428	7684	17501
429	7701	17479
430	7717	17458
431	7732	17434
432	7750	17416
433	7767	17397
434	7785	17378
435	7801	17356
436	7819	17337
437	7836	17318
438	7852	17297
439	7869	17278
440	7888	17261
441	7907	17246
442	7927	17233
443	7944	17213
444	7959	17189
445	7975	17166
446	7997	17157
447	8024	17159
448	8047	17152
449	8076	17159
450	8117	17189
451	8143	17187
452	8167	17182
453	8193	17182
454	8208	17157
455	8228	17142
456	8245	17122
457	8261	17100
458	8280	17083
459	8296	17062
460	8313	17041
461	8330	17021
462	8346	17000
463	8364	16981
464	8380	16959
465	8396	16937
466	8413	16917
467	8433	16902
468	8449	16881
469	8466	16861
470	8486	16846
471	8502	16824
472	8519	16804
473	8537	16787
474	8555	16767
475	8571	16746
476	8587	16725
477	8603	16703
478	8620	16683
479	8636	16662
480	8653	16641
481	8670	16620
482	8686	16599
483	8703	16579
484	8722	16563
485	8738	16542
486	8755	16522
487	8771	16500
488	8788	16480
489	8804	16459
490	8821	16438
491	8836	16415
492	8852	16394
493	8871	16378
494	8889	16359
495	8905	16338
496	8924	16321
497	8942	16305
498	8962	16289
499	8980	16272
500	8999	16256
501	9017	16238
502	9038	16225
503	9054	16204
504	9071	16184
505	9086	16162
506	9101	16138
507	9119	16119
508	9138	16104
509	9158	16090
510	9176	16072
511	9195	16056
512	9214	16039
513	9231	16020
514	9249	16002
515	9266	15983
516	9286	15968
517	9302	15946
518	9317	15924
519	9334	15904
520	9351	15885
521	9368	15865
522	9384	15844
523	9400	15823
524	9416	15801
525	9431	15778
526	9447	15758
527	9464	15737
528	9479	15716
529	9495	15695
530	9514	15678
531	9530	15657
532	9548	15640
533	9564	15618
534	9580	15596
535	9595	15574
536	9613	15556
537	9629	15535
538	9644	15514
539	9663	15498
540	9681	15480
541	9699	15462
542	9717	15443
543	9735	15427
544	9753	15408
545	9772	15392
546	9790	15374
547	9806	15353
548	9823	15335
549	9840	15315
550	9858	15297
551	9874	15276
552	9891	15257
553	9908	15237
554	9930	15226
555	9944	15203
556	9962	15185
557	9981	15169
558	9999	15151
559	10016	15132
560	10033	15112
561	10052	15096
562	10070	15078
563	10088	15061
564	10106	15043
565	10125	15026
566	10144	15011
567	10161	14992
568	10177	14971
569	10193	14951
570	10211	14933
571	10228	14912
572	10243	14891
573	10260	14872
574	10276	14852
575	10293	14832
576	10310	14814
577	10328	14796
578	10348	14780
579	10366	14763
580	10382	14742
581	10399	14724
582	10421	14711
583	10444	14700
584	10464	14685
585	10483	14670
586	10502	14653
587	10521	14637
588	10540	14620
589	10558	14603
590	10577	14587
591	10599	14573
592	10622	14563
593	10643	14549
594	10661	14531
595	10676	14510
596	10693	14490
597	10710	14471
598	10727	14453
599	10744	14432
600	10760	14412
601	10778	14394
602	10795	14376
603	10812	14357
604	10830	14338
605	10846	14318
606	10862	14298
607	10878	14278
608	10894	14257
609	10910	14237
610	10927	14218
611	10943	14198
612	10960	14178
613	10978	14160
614	10996	14143
615	11013	14124
616	11030	14105
617	11047	14086
618	11064	14068
619	11084	14052
620	11103	14036
621	11123	14021
622	11139	13999
623	11155	13979
624	11171	13959
625	11188	13941
626	11205	13922
627	11221	13901
628	11241	13886
629	11257	13866
630	11273	13846
631	11290	13827
632	11307	13808
633	11328	13793
634	11346	13776
635	11364	13758
636	11380	13739
637	11398	13720
638	11417	13704
639	11435	13686
640	11455	13672
641	11473	13653
642	11490	13634
643	11506	13615
644	11523	13596
645	11542	13579
646	11559	13560
647	11575	13541
648	11594	13523
649	11609	13503
650	11627	13485
651	11643	13464
652	11660	13445
653	11676	13426
654	11691	13405
655	11708	13385
656	11726	13368
657	11742	13348
658	11757	13327
659	11772	13306
660	11789	13287
661	11805	13268
662	11823	13250
663	11845	13236
664	11862	13218
665	11887	13207
666	11907	13192
667	11928	13178
668	11952	13167
669	11972	13152
670	11995	13139
671	12015	13123
672	12036	13109
673	12054	13091
674	12072	13073
675	12094	13060
676	12114	13045
677	12138	13034
678	12156	13015
679	12171	12995
680	12192	12980
681	12213	12965
682	12229	12945
683	12248	12928
684	12265	12910
685	12288	12897
686	12307	12881
687	12325	12863
688	12345	12847
689	12366	12832
690	12388	12818
691	12405	12799
692	12421	12779
693	12442	12765
694	12459	12746
695	12477	12728
696	12496	12711
697	12516	12695
698	12538	12682
699	12555	12663
700	12574	12645
701	12594	12630
702	12611	12611
703	12636	12600
704	12655	12583
705	12669	12562
706	12692	12549
707	12709	12530
708	12731	12515
709	12748	12496
710	12763	12475
711	12785	12461
712	12800	12441
713	12817	12422
714	12838	12407
715	12854	12387
716	12871	12368
717	12887	12348
718	12904	12329
719	12920	12310
720	12937	12291
721	12957	12275
722	12974	12256
723	12994	12240
724	13014	12224
725	13031	12206
726	13047	12185
727	13063	12166
728	13079	12146
729	13096	12127
730	13114	12109
731	13131	12091
732	13147	12070
733	13162	12050
734	13179	12032
735	13196	12013
736	13213	11994
737	13258	12000
738	13285	11991
739	13308	11977
740	13328	11961
741	13344	11941
742	13361	11923
743	13378	11903
744	13395	11885
745	13415	11868
746	13432	11849
747	13449	11831
748	13469	11814
749	13491	11800
750	13509	11782
751	13527	11764
752	13544	11745
753	13560	11726
754	13576	11706
755	13592	11686
756	13608	11666
757	13625	11647
758	13642	11629
759	13659	11610
760	13674	11590
761	13690	11570
762	13706	11550
763	13724	11532
764	13740	11513
765	13756	11493
766	13774	11475
767	13792	11457
768	13807	11437
769	13823	11417
770	13838	11397
771	13854	11378
772	13869	11357
773	13884	11337
774	13900	11317
775	13916	11298
776	13933	11279
777	13952	11262
778	13971	11245
779	13988	11226
780	14004	11207
781	14021	11188
782	14037	11169
783	14053	11149
784	14069	11130
785	14086	11111
786	14103	11093
787	14119	11073
788	14135	11053
789	14152	11034
790	14168	11015
791	14183	10995
792	14198	10975
793	14213	10955
794	14229	10936
795	14245	10916
796	14264	10900
797	14281	10880
798	14299	10863
799	14315	10843
800	14331	10824
801	14347	10805
802	14365	10787
803	14382	10768
804	14397	10749
805	14415	10731
806	14429	10710
807	14446	10691
808	14462	10672
809	14478	10653
810	14493	10633
811	14511	10615
812	14526	10595
813	14542	10576
814	14559	10557
815	14575	10538
816	14593	10520
817	14610	10502
818	14626	10482
819	14642	10464
820	14659	10445
821	14674	10425
822	14692	10407
823	14708	10388
824	14724	10369
825	14741	10350
826	14760	10333
827	14776	10314
828	14792	10295
829	14809	10277
830	14825	10258
831	14840	10238
832	14858	10220
833	14874	10201
834	14892	10183
835	14909	10165
836	14924	10145
837	14941	10127
838	14958	10109
839	14975	10090
840	14989	10070
841	15005	10051
842	15020	10031
843	15036	10012
844	15054	9994
845	15071	9976
846	15088	9958
847	15104	9939
848	15123	9922
849	15141	9904
850	15156	9884
851	15171	9865
852	15187	9845
853	15208	9830
854	15224	9811
855	15239	9791
856	15255	9773
857	15270	9753
858	15285	9733
859	15302	9715
860	15318	9696
861	15334	9677
862	15350	9658
863	15367	9640
864	15383	9621
865	15400	9603
866	15414	9582
867	15432	9565
868	15448	9546
869	15465	9528
870	15483	9510
871	15500	9492
872	15523	9477
873	15540	9459
874	15557	9441
875	15573	9422
876	15591	9404
877	15608	9386
878	15626	9368
879	15644	9350
880	15664	9334
881	15683	9317
882	15704	9301
883	15721	9283
884	15740	9266
885	15758	9248
886	15776	9231
887	15795	9214
888	15814	9196
889	15832	9179
890	15850	9161
891	15867	9143
892	15883	9124
893	15899	9105
894	15914	9086
895	15930	9067
896	15949	9050
897	15965	9031
898	15981	9012
899	15999	8995
900	16016	8976
901	16031	8957
902	16045	8938
903	16064	8920
904	16081	8902
905	16097	8883
906	16113	8864
907	16129	8846
908	16145	8827
909	16161	8809
910	16178	8790
911	16195	8772
912	16210	8753
913	16225	8734
914	16243	8716
915	16259	8697
916	16274	8678
917	16289	8659
918	16306	8641
919	16323	8623
920	16340	8604
921	16357	8586
922	16374	8568
923	16391	8550
924	16407	8531
925	16424	8513
926	16442	8496
927	16459	8477
928	16478	8461
929	16494	8442
930	16511	8424
931	16526	8405
932	16543	8386
933	16558	8368
934	16574	8349
935	16589	8330
936	16605	8311
937	16622	8293
938	16639	8275
939	16656	8257
940	16676	8240
941	16693	8222
942	16709	8203
943	16725	8185
944	16742	8167
945	16758	8149
946	16774	8130
947	16789	8111
948	16805	8093
949	16822	8074
950	16838	8056
951	16854	8037
952	16869	8018
953	16887	8001
954	16902	7982
955	16918	7963
956	16937	7946
957	16955	7928
958	16973	7911
959	16989	7893
960	17005	7874
961	17019	7855
962	17036	7836
963	17051	7818
964	17067	7799
965	17082	7781
966	17098	7762
967	17116	7744
968	17132	7726
969	17149	7708
970	17166	7690
971	17182	7671
972	17199	7654
973	17215	7635
974	17232	7617
975	17249	7599
976	17269	7583
977	17286	7565
978	17302	7546
979	17320	7529
980	17340	7512
981	17357	7494
982	17375	7476
983	17390	7458
984	17406	7439
985	17424	7422
986	17442	7404
987	17458	7386
988	17475	7368
989	17492	7350
990	17509	7332
991	17528	7315
992	17545	7297
993	17564	7280
994	17584	7263
995	17602	7245
996	17617	7227
997	17635	7209
998	17651	7191
999	17670	7174
1000	17688	7156
1001	17703	7137
1002	17721	7120
1003	17738	7102
1004	17755	7084
1005	17773	7066
1006	17789	7048
1007	17806	7030
1008	17823	7012
1009	17841	6995
1010	17859	6977
1011	17876	6959
1012	17891	6941
1013	17909	6923
1014	17928	6906
1015	17943	6887
1016	17957	6868
1017	17974	6850
1018	17989	6832
1019	18006	6814
1020	18021	6795
1021	18038	6777
1022	18057	6760
1023	18080	6745
1024	18102	6728
1025	18123	6712
1026	18164	6703
1027	18190	6688
1028	18215	6673
1029	18237	6657
1030	18254	6639
1031	18282	6625
1032	18298	6607
1033	18315	6589
1034	18334	6572
1035	18349	6553
1036	18366	6535
1037	18384	6517
1038	18400	6499
1039	18417	6481
1040	18434	6463
1041	18453	6446
1042	18472	6429
1043	18487	6410
1044	18503	6392
1045	18520	6374
1046	18538	6356
1047	18553	6338
1048	18569	6319
1049	18586	6301
1050	18601	6283
1051	18617	6264
1052	18634	6246
1053	18650	6228
1054	18667	6210
1055	18684	6192
1056	18701	6174
1057	18717	6156
1058	18733	6138
1059	18752	6120
1060	18769	6103
1061	18785	6085
1062	18802	6067
1063	18820	6049
1064	18839	6032
1065	18856	6014
1066	18872	5996
1067	18888	5977
1068	18904	5959
1069	18919	5941
1070	18936	5923
1071	18952	5904
1072	18967	5886
1073	18984	5868
1074	19001	5850
1075	19019	5832
1076	19035	5814
1077	19052	5797
1078	19070	5779
1079	19086	5761
1080	19102	5743
1081	19118	5725
1082	19135	5707
1083	19152	5689
1084	19172	5672
1085	19189	5654
1086	19206	5636
1087	19223	5618
1088	19237	5599
1089	19253	5581
1090	19271	5564
1091	19287	5546
1092	19305	5528
1093	19323	5510
1094	19342	5493
1095	19358	5475
1096	19373	5457
1097	19389	5439
1098	19406	5421
1099	19422	5402
1100	19438	5384
1101	19454	5366
1102	19470	5348
1103	19487	5330
1104	19510	5314
1105	19528	5296
1106	19544	5278
1107	19560	5260
1108	19576	5242
1109	19594	5225
1110	19625	5211
1111	19646	5194
1112	19665	5177
1113	19684	5159
1114	19702	5142
1115	19722	5124
1116	19739	5107
1117	19754	5088
1118	19770	5070
1119	19786	5052
1120	19804	5034
1121	19821	5017
1122	19840	4999
1123	19855	4981
1124	19872	4963
1125	19888	4945
1126	19904	4927
1127	19922	4910
1128	19940	4892
1129	19960	4875
1130	19976	4857
1131	19993	4839
1132	20009	4821
1133	20026	4803
1134	20043	4785
1135	20059	4767
1136	20075	4749
1137	20092	4731
1138	20109	4714
1139	20126	4696
1140	20142	4678
1141	20158	4660
1142	20174	4642
1143	20191	4624
1144	20206	4605
1145	20220	4587
1146	20236	4569
1147	20253	4551
1148	20272	4534
1149	20287	4516
1150	20304	4498
1151	20320	4480
1152	20335	4462
1153	20350	4444
1154	20367	4426
1155	20383	4408
1156	20399	4390
1157	20417	4372
1158	20436	4355
1159	20452	4337
1160	20468	4319
1161	20483	4301
1162	20500	4283
1163	20515	4265
1164	20534	4247
1165	20550	4230
1166	20566	4212
1167	20583	4194
1168	20601	4176
1169	20616	4158
1170	20631	4140
1171	20648	4122
1172	20664	4104
1173	20680	4086
1174	20697	4069
1175	20713	4051
1176	20729	4033
1177	20747	4015
1178	20766	3998
1179	20783	3980
1180	20798	3962
1181	20814	3944
1182	20831	3926
1183	20847	3908
1184	20865	3891
1185	20883	3873
1186	20903	3856
1187	20920	3838
1188	20938	3821
1189	20954	3803
1190	20970	3785
1191	20986	3767
1192	21003	3749
1193	21019	3732
1194	21036	3714
1195	21053	3696
1196	21068	3678
1197	21083	3660
1198	21098	3642
1199	21117	3625
1200	21133	3607
1201	21149	3589
1202	21165	3571
1203	21181	3553
1204	21201	3536
1205	21221	3519
1206	21238	3501
1207	21255	3483
1208	21270	3465
1209	21286	3448
1210	21303	3430
1211	21319	3412
1212	21334	3394
1213	21350	3376
1214	21368	3359
1215	21384	3341
1216	21404	3324
1217	21422	3306
1218	21440	3289
1219	21455	3271
1220	21473	3253
1221	21490	3235
1222	21507	3218
1223	21523	3200
1224	21542	3183
1225	21558	3165
1226	21574	3147
1227	21590	3129
1228	21607	3111
1229	21624	3094
1230	21639	3076
1231	21656	3058
1232	21672	3040
1233	21688	3023
1234	21707	3005
1235	21724	2988
1236	21742	2970
1237	21757	2952
1238	21774	2934
1239	21798	2918
1240	21814	2900
1241	21834	2883
1242	21851	2865
1243	21870	2848
1244	21893	2831
1245	21912	2813
1246	21936	2797
1247	21953	2779
1248	21970	2761
1249	21994	2744
1250	22010	2727
1251	22029	2709
1252	22049	2692
1253	22067	2674
1254	22088	2657
1255	22106	2640
1256	22127	2622
1257	22146	2605
1258	22165	2588
1259	22188	2571
1260	22205	2553
1261	22223	2535
1262	22246	2518
1263	22264	2501
1264	22289	2484
1265	22307	2466
1266	22330	2449
1267	22349	2432
1268	22364	2414
1269	22385	2397
1270	22401	2379
1271	22417	2361
1272	22437	2344
1273	22452	2326
1274	22467	2308
1275	22490	2291
1276	22507	2273
1277	22525	2256
1278	22541	2238
1279	22557	2220
1280	22576	2203
1281	22592	2185
1282	22611	2167
1283	22629	2150
1284	22650	2132
1285	22671	2115
1286	22688	2097
1287	22707	2080
1288	22727	2062
1289	22747	2045
1290	22767	2028
1291	22784	2010
1292	22803	1992
1293	22822	1975
1294	22841	1957
1295	22859	1940
1296	22887	1923
1297	22908	1906
1298	22927	1888
1299	22944	1870
1300	22965	1853
1301	22984	1835
1302	23004	1818
1303	23020	1800
1304	23038	1783
1305	23056	1765
1306	23073	1747
1307	23090	1730
1308	23106	1712
1309	23124	1694
1310	23143	1677
1311	23158	1659
1312	23175	1641
1313	23191	1623
1314	23210	1606
1315	23227	1588
1316	23244	1570
1317	23265	1553
1318	23282	1535
1319	23299	1518
1320	23316	1500
1321	23334	1482
1322	23351	1465
1323	23368	1447
1324	23384	1429
1325	23401	1411
1326	23418	1394
1327	23434	1376
1328	23452	1358
1329	23471	1341
1330	23493	1323
1331	23511	1306
1332	23527	1288
1333	23544	1270
1334	23562	1253
1335	23582	1235
1336	23599	1217
1337	23616	1200
1338	23632	1182
1339	23648	1164
1340	23665	1147
1341	23682	1129
1342	23698	1111
1343	23715	1094
1344	23733	1076
1345	23751	1058
1346	23770	1041
1347	23788	1023
1348	23806	1005
1349	23824	988
1350	23841	970
1351	23858	952
1352	23878	935
1353	23895	917
1354	23912	900
1355	23929	882
1356	23945	864
1357	23962	846
1358	23980	829
1359	23999	811
1360	24016	794
1361	24034	776
1362	24053	758
1363	24071	741
1364	24089	723
1365	24109	705
1366	24128	688
1367	24145	670
1368	24162	653
1369	24179	635
1370	24199	617
1371	24217	600
1372	24238	582
1373	24259	564
1374	24275	547
1375	24294	529
1376	24310	511
1377	24327	494
1378	24346	476
1379	24363	459
1380	24381	441
1381	24401	423
1382	24422	406
1383	24440	388
1384	24457	370
1385	24477	353
1386	24494	335
1387	24511	317
1388	24527	300
1389	24544	282
1390	24563	264
1391	24580	247
1392	24595	229
1393	24611	211
1394	24629	194
1395	24644	176
1396	24660	158
1397	24676	141
1398	24693	123
1399	24712	105
1400	24728	88
1401	24744	70
1402	24761	52
1403	24778	35
1404	24795	17
1405	24811	0
